latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-11.43846,-43.86052,306.54,3.82,1.83,2021-10-28,0204,T,68,6.1NRT,295.11,38.11,N
-11.43252,-43.86679,308.36,3.82,1.83,2021-10-28,0204,T,74,6.1NRT,295.16,47.58,N
-12.15826,-48.70376,302.03,1.59,1.24,2021-10-28,0204,T,18,6.1NRT,286.91,8.22,N
-12.15614,-48.69559,300.66,1.59,1.24,2021-10-28,0204,T,27,6.1NRT,285.47,8.04,N
-11.34017,-44.57221,302.68,3.39,1.74,2021-10-28,0204,T,51,6.1NRT,292.07,29.84,N
-12.39358,-54.10096,305.13,1.02,1.01,2021-10-28,0204,T,62,6.1NRT,271.83,7.9,N
-12.39488,-54.11028,307.39,1.02,1.01,2021-10-28,0204,T,71,6.1NRT,270.42,9.38,N
-12.43261,-54.44917,306.21,1.04,1.02,2021-10-28,0204,T,67,6.1NRT,270.39,9.8,N
-11.67201,-54.1989,305.18,1.01,1.01,2021-10-28,0204,T,63,6.1NRT,271,7.78,N
-11.27371,-54.30977,300.65,1.02,1.01,2021-10-28,0206,T,31,6.1NRT,289.34,3.27,N
-10.40713,-54.42185,303.94,1.01,1.01,2021-10-28,0206,T,58,6.1NRT,292.89,4.89,N
-9.92673,-59.9426,300.3,2.07,1.4,2021-10-28,0206,T,15,6.1NRT,284.41,10.79,N
-6.40885,-44.14599,308.78,4.54,1.96,2021-10-28,0206,T,75,6.1NRT,291.14,69.67,N
-6.40883,-44.15057,306.85,4.54,1.96,2021-10-28,0206,T,69,6.1NRT,291.14,55.27,N
-5.8615,-45.54906,335.01,3.62,1.78,2021-10-28,0206,T,100,6.1NRT,293.45,224.76,N
-5.86922,-45.55294,309.98,3.62,1.78,2021-10-28,0206,T,79,6.1NRT,292.86,55.91,N
-5.85326,-45.55558,325.03,3.62,1.78,2021-10-28,0206,T,100,6.1NRT,292.86,141.46,N
-5.68548,-45.94942,304.43,3.39,1.74,2021-10-28,0206,T,60,6.1NRT,292.79,31.8,N
-3.50911,-45.67347,301.9,3.9,1.84,2021-10-28,0206,T,45,6.1NRT,290.28,27.11,N
-3.50361,-45.67965,300.68,3.9,1.84,2021-10-28,0206,T,32,6.1NRT,290.09,22.78,N
-3.18327,-54.91148,303.99,1,1,2021-10-28,0209,T,58,6.1NRT,292.77,4.47,N
50.67871,129.39285,325.36,1.19,1.08,2021-10-28,0245,T,84,6.1NRT,280.88,33.51,D
50.67574,129.40906,324.2,1.19,1.08,2021-10-28,0245,T,83,6.1NRT,279.69,31.91,D
50.6693,129.38857,340.9,1.19,1.08,2021-10-28,0245,T,92,6.1NRT,281.85,60.68,D
50.66632,129.40477,309.28,1.19,1.08,2021-10-28,0245,T,68,6.1NRT,279.89,14.22,D
51.2922,120.7161,314.23,1.25,1.11,2021-10-28,0245,T,74,6.1NRT,279.62,21.41,D
50.36266,127.54035,306.98,1.07,1.03,2021-10-28,0245,T,65,6.1NRT,282.56,10.66,D
51.29302,120.71018,305.25,1.25,1.11,2021-10-28,0245,T,61,6.1NRT,278.89,12.62,D
51.2911,120.72812,300.78,1.25,1.11,2021-10-28,0245,T,35,6.1NRT,279.33,9,D
50.20767,127.74608,305.64,1.08,1.04,2021-10-28,0245,T,62,6.1NRT,282.79,9.98,D
49.97049,128.39696,305.74,1.13,1.06,2021-10-28,0245,T,62,6.1NRT,283.21,10.49,D
49.75237,129.52495,301.39,1.25,1.11,2021-10-28,0245,T,47,6.1NRT,280.26,9.98,D
49.80266,129.02704,314.23,1.2,1.09,2021-10-28,0245,T,74,6.1NRT,281.21,20.42,D
48.20809,133.16302,301.76,1.98,1.37,2021-10-28,0245,T,49,6.1NRT,283.83,16.09,D
48.27201,132.05173,328.06,1.74,1.29,2021-10-28,0245,T,85,6.1NRT,286.76,62.26,D
48.26704,132.07423,343.51,1.75,1.3,2021-10-28,0245,T,93,6.1NRT,286.69,114.7,D
48.26207,132.09674,300.7,1.75,1.3,2021-10-28,0245,T,41,6.1NRT,286.55,10.93,D
48.2602,132.06416,330.92,1.75,1.3,2021-10-28,0245,T,87,6.1NRT,285.63,69.23,D
48.22129,131.84866,303.8,1.71,1.28,2021-10-28,0245,T,57,6.1NRT,283.72,15.91,D
48.02888,131.6416,326.57,1.69,1.28,2021-10-28,0245,T,84,6.1NRT,286.2,55.11,D
48.02422,131.6633,332.48,1.69,1.28,2021-10-28,0245,T,88,6.1NRT,286.33,68.03,D
48.00853,131.67976,327.5,1.7,1.28,2021-10-28,0245,T,85,6.1NRT,285.27,54.98,D
48.00382,131.70155,320.12,1.7,1.28,2021-10-28,0245,T,66,6.1NRT,284.93,37.79,D
47.9928,131.69624,323.66,1.7,1.28,2021-10-28,0245,T,83,6.1NRT,284.41,45.87,D
48.04206,131.41212,301.9,1.65,1.26,2021-10-28,0245,T,40,6.1NRT,285.35,11.42,D
48.03753,131.43324,315.23,1.65,1.26,2021-10-28,0245,T,76,6.1NRT,286.15,30.31,D
48.02664,131.42816,309.53,1.65,1.26,2021-10-28,0245,T,67,6.1NRT,285.01,20.47,D
47.95349,131.65337,319.79,1.7,1.28,2021-10-28,0245,T,46,6.1NRT,284.65,35.24,D
47.92476,131.78387,302.89,1.73,1.29,2021-10-28,0245,T,36,6.1NRT,285.42,11.73,D
47.95651,131.64841,319.71,1.7,1.28,2021-10-28,0245,T,60,6.1NRT,284.41,35.79,D
47.9455,131.64313,327.05,1.7,1.28,2021-10-28,0245,T,64,6.1NRT,285.22,50.93,D
47.94083,131.66487,325.98,1.7,1.28,2021-10-28,0245,T,50,6.1NRT,285.82,48.05,D
47.91733,131.774,307.92,1.73,1.29,2021-10-28,0245,T,66,6.1NRT,286.02,19.92,D
47.91255,131.79614,303.05,1.73,1.29,2021-10-28,0245,T,55,6.1NRT,286.34,12.95,D
47.91879,131.65431,373.53,1.7,1.28,2021-10-28,0245,T,100,6.1NRT,285.6,278.15,D
47.91408,131.6761,353.01,1.71,1.28,2021-10-28,0245,T,97,6.1NRT,281.61,149.98,D
47.90777,131.64902,310.26,1.7,1.28,2021-10-28,0245,T,50,6.1NRT,280.9,22.71,D
47.90305,131.67081,321.2,1.71,1.28,2021-10-28,0245,T,81,6.1NRT,280.17,43.81,D
47.87771,131.73111,307.92,1.72,1.29,2021-10-28,0245,T,66,6.1NRT,284.47,21.02,D
47.87289,131.75313,324.47,1.73,1.29,2021-10-28,0245,T,83,6.1NRT,285.41,53.23,D
49.00376,122.22555,315.78,1.06,1.03,2021-10-28,0245,T,76,6.1NRT,282.13,18.38,D
47.51385,130.19928,308.21,1.49,1.2,2021-10-28,0245,T,67,6.1NRT,283.92,19.04,D
47.50777,130.21083,303.45,1.49,1.21,2021-10-28,0245,T,55,6.1NRT,282.97,12.48,D
45.60407,126.09058,303.7,1.11,1.05,2021-10-28,0245,T,57,6.1NRT,286.46,7.21,D
44.2258,131.57118,326.95,2.13,1.42,2021-10-28,0245,T,85,6.1NRT,285.96,82.03,D
44.22004,131.59644,335.21,2.14,1.42,2021-10-28,0245,T,89,6.1NRT,286.36,115.44,D
45.62173,121.79373,300.15,1.03,1.01,2021-10-28,0245,T,28,6.1NRT,287.06,3.58,D
45.37979,121.94403,302.23,1.02,1.01,2021-10-28,0247,T,51,6.1NRT,289.9,3.97,D
44.19078,124.62516,304.71,1.05,1.02,2021-10-28,0247,T,60,6.1NRT,288.76,6.16,D
43.98915,124.83521,303.42,1.07,1.03,2021-10-28,0247,T,52,6.1NRT,289.46,5.49,D
43.4977,124.7596,302.32,1.07,1.03,2021-10-28,0247,T,52,6.1NRT,289.5,5.12,D
42.35083,123.3506,303.46,1.02,1.01,2021-10-28,0247,T,49,6.1NRT,289.89,4.97,D
41.84766,123.76023,308.83,1.05,1.02,2021-10-28,0247,T,66,6.1NRT,290.57,8.76,D
41.84116,123.75243,308.62,1.05,1.02,2021-10-28,0247,T,67,6.1NRT,291.45,8.91,D
41.83915,123.76482,300.23,1.05,1.02,2021-10-28,0247,T,31,6.1NRT,290.08,3.4,D
41.22075,123.61517,302.92,1.06,1.03,2021-10-28,0247,T,52,6.1NRT,291.77,5.03,D
41.16222,123.00244,306.57,1.03,1.01,2021-10-28,0247,T,46,6.1NRT,292.95,5.24,D
40.64666,122.56567,315.78,1.02,1.01,2021-10-28,0247,T,76,6.1NRT,293.78,12.62,D
40.64482,122.57743,304.04,1.02,1.01,2021-10-28,0247,T,50,6.1NRT,292.17,4.14,D
40.63717,122.56897,303.81,1.02,1.01,2021-10-28,0247,T,57,6.1NRT,292.59,3.72,D
39.97401,123.63153,300.98,1.09,1.04,2021-10-28,0247,T,34,6.1NRT,289.76,3.41,D
40.61719,109.75985,300.19,3.55,1.77,2021-10-28,0247,T,29,6.1NRT,285.92,23.02,D
36.98688,126.69884,309.15,1.71,1.28,2021-10-28,0247,T,0,6.1NRT,295.37,16.87,D
36.98315,126.71749,306.96,1.72,1.29,2021-10-28,0247,T,49,6.1NRT,294.87,13.12,D
31.85904,120.33664,313.84,1.04,1.02,2021-10-28,0249,T,71,6.1NRT,295.12,9.23,D
31.85052,120.39061,313.57,1.04,1.02,2021-10-28,0249,T,66,6.1NRT,295.24,7.1,D
31.90129,116.48428,304.36,1.13,1.06,2021-10-28,0249,T,52,6.1NRT,292.4,3.74,D
31.89978,116.49608,305.57,1.13,1.06,2021-10-28,0249,T,56,6.1NRT,292.03,4.49,D
31.24818,118.18813,306.36,1.01,1,2021-10-28,0249,T,53,6.1NRT,293.17,4.56,D
-8.11267,118.0836,317.07,3,1.65,2021-10-28,0300,T,0,6.1NRT,295.44,39.54,D
-8.70457,118.96249,315.17,3.6,1.78,2021-10-28,0300,T,0,6.1NRT,294.38,48.92,D
-8.66233,118.11761,313.45,3.08,1.67,2021-10-28,0300,T,0,6.1NRT,292.95,44.52,D
-8.66582,118.14493,310.36,3.09,1.67,2021-10-28,0300,T,30,6.1NRT,291.48,32.29,D
-8.66141,118.11237,313.66,3.08,1.67,2021-10-28,0300,T,0,6.1NRT,293.36,44.15,D
-8.66473,118.13995,311.05,3.09,1.67,2021-10-28,0300,T,34,6.1NRT,291.93,34.95,D
-8.64497,116.78907,318.87,2.42,1.5,2021-10-28,0300,T,52,6.1NRT,295.71,34.41,D
31.13986,118.17251,310.14,1.01,1,2021-10-28,0249,T,68,6.1NRT,293.91,7.56,D
30.82387,117.79903,305.89,1.02,1.01,2021-10-28,0249,T,47,6.1NRT,293.15,4.31,D
30.74215,117.39188,305.68,1.03,1.02,2021-10-28,0249,T,57,6.1NRT,293.42,4.2,D
30.67426,116.22366,320.31,1.12,1.06,2021-10-28,0249,T,79,6.1NRT,289.82,20.67,D
30.6648,116.22221,333.3,1.12,1.06,2021-10-28,0249,T,88,6.1NRT,288.99,38.2,D
30.66335,116.23379,309.46,1.12,1.06,2021-10-28,0249,T,49,6.1NRT,288,9.29,D
30.63296,114.43723,307.39,1.38,1.16,2021-10-28,0249,T,39,6.1NRT,294.2,6.18,D
29.73825,115.0548,305.78,1.24,1.11,2021-10-28,0249,T,58,6.1NRT,293.05,5.39,D
25.2179,114.48936,311.14,1.18,1.08,2021-10-28,0251,T,69,6.1NRT,295.33,6.06,D
25.10871,114.92799,307.36,1.13,1.06,2021-10-28,0251,T,53,6.1NRT,293.36,5.55,D
23.96488,120.96871,314,1.38,1.16,2021-10-28,0251,T,65,6.1NRT,296.98,9.53,D
25.26117,111.5733,306.64,1.79,1.31,2021-10-28,0251,T,34,6.1NRT,285.51,12.13,D
25.05601,110.71186,306.02,2.04,1.39,2021-10-28,0251,T,59,6.1NRT,285.58,17.1,D
3.80222,117.3027,312.73,1.67,1.27,2021-10-28,0258,T,44,6.1NRT,293.52,14.6,D
3.79993,117.31755,311.56,1.67,1.27,2021-10-28,0258,T,23,6.1NRT,292.32,12.28,D
3.5914,117.1034,316.23,1.62,1.25,2021-10-28,0258,T,69,6.1NRT,295.29,17.23,D
-23.82531,-64.00894,316.08,4.44,1.94,2021-10-28,0340,T,92,6.1NRT,291.39,120.3,N
-23.82527,-64.01404,314.87,4.44,1.94,2021-10-28,0340,T,83,6.1NRT,291.35,113.58,N
-40.09005,-64.5328,301.38,1.66,1.27,2021-10-28,0336,T,40,6.1NRT,288.95,11.38,N
-34.10293,-70.45988,300.05,1.1,1.05,2021-10-28,0338,T,13,6.1NRT,283.49,7.46,N
-31.38554,-64.94461,313.56,2.54,1.53,2021-10-28,0338,T,87,6.1NRT,288.93,51.63,N
-31.3909,-64.96965,302.43,2.53,1.53,2021-10-28,0338,T,43,6.1NRT,289.47,21.04,N
-31.3718,-64.9478,323.06,2.54,1.53,2021-10-28,0338,T,100,6.1NRT,290.25,83.92,N
-31.37717,-64.97282,318.52,2.53,1.53,2021-10-28,0338,T,97,6.1NRT,291.42,65.2,N
-31.3667,-64.95493,302.68,2.54,1.53,2021-10-28,0338,T,36,6.1NRT,289.96,21.54,N
-31.37199,-64.98031,314.99,2.53,1.53,2021-10-28,0338,T,90,6.1NRT,291.1,52.48,N
-30.49994,-66.37411,303.19,2.15,1.42,2021-10-28,0338,T,54,6.1NRT,290.4,14.53,N
-29.64401,-62.51116,303.75,4.03,1.86,2021-10-28,0338,T,51,6.1NRT,291.84,36.8,N
-29.65359,-62.55198,304.15,4,1.86,2021-10-28,0338,T,48,6.1NRT,291.96,37.07,N
-29.62757,-62.51644,303.68,4.03,1.86,2021-10-28,0338,T,29,6.1NRT,291.8,35.03,N
-30.35303,-66.43607,305,2.14,1.42,2021-10-28,0338,T,62,6.1NRT,293.79,14.62,N
-30.35469,-66.44335,303.42,2.14,1.42,2021-10-28,0338,T,53,6.1NRT,293.16,11.6,N
-29.11698,-65.58678,324.12,2.61,1.55,2021-10-28,0338,T,100,6.1NRT,292.54,81.29,N
-29.12121,-65.60694,326.27,2.6,1.55,2021-10-28,0338,T,100,6.1NRT,295.47,88.55,N
-29.10314,-65.59016,306.15,2.61,1.55,2021-10-28,0338,T,44,6.1NRT,290.99,22.42,N
28.62923,-17.88447,315.07,1.47,1.2,2021-10-28,0323,A,85,6.1NRT,286.24,27.54,N
28.62682,-17.87128,348.58,1.47,1.2,2021-10-28,0323,A,100,6.1NRT,296.67,107.56,N
28.62449,-17.85857,319.57,1.48,1.2,2021-10-28,0323,A,99,6.1NRT,290.38,33.93,N
28.61859,-17.88662,322.15,1.47,1.2,2021-10-28,0323,A,100,6.1NRT,282.55,38.4,N
28.61619,-17.87356,453.63,1.47,1.2,2021-10-28,0323,A,100,6.1NRT,315.47,1344.91,N
28.61391,-17.86117,444.89,1.48,1.2,2021-10-28,0323,A,100,6.1NRT,311.84,1151.39,N
28.60554,-17.8757,319.93,1.47,1.2,2021-10-28,0323,A,99,6.1NRT,280.86,34.86,N
28.60325,-17.8633,310.14,1.48,1.2,2021-10-28,0323,A,69,6.1NRT,280.56,20.87,N
-6.98754,-35.25406,317.49,1.65,1.26,2021-10-28,0334,A,95,6.1NRT,291.65,31.1,N
-6.98698,-35.25951,311.33,1.65,1.26,2021-10-28,0334,A,82,6.1NRT,291.82,21.18,N
-6.98935,-35.24479,305.38,1.64,1.26,2021-10-28,0334,A,64,6.1NRT,291.28,12.78,N
-7.39491,-35.1552,302.37,1.59,1.24,2021-10-28,0334,A,37,6.1NRT,291.27,10.54,N
-34.09815,141.14915,340.69,1.57,1.23,2021-10-28,0412,A,88,6.1NRT,304.03,60.53,D
-32.34269,137.25044,344.81,2.66,1.57,2021-10-28,0412,A,91,6.1NRT,305.52,152.84,D
-32.32635,137.27657,328.19,2.65,1.56,2021-10-28,0412,A,76,6.1NRT,306.19,45.16,D
-32.32846,137.24864,413.64,2.66,1.57,2021-10-28,0412,A,100,6.1NRT,312.68,1370.21,D
-32.33062,137.22002,362.12,2.68,1.57,2021-10-28,0412,A,100,6.1NRT,309.72,319.52,D
-32.31424,137.24666,355.61,2.66,1.57,2021-10-28,0412,A,97,6.1NRT,306.63,244.2,D
-32.3163,137.21892,373.63,2.68,1.57,2021-10-28,0412,A,100,6.1NRT,308.75,475.08,D
-32.31846,137.18971,327.28,2.69,1.57,2021-10-28,0412,A,62,6.1NRT,307.38,45.07,D
-32.30202,137.21739,325.89,2.68,1.57,2021-10-28,0412,A,61,6.1NRT,305.48,35.6,D
-32.30412,137.18857,327.59,2.69,1.57,2021-10-28,0412,A,74,6.1NRT,306.61,46.6,D
-32.31153,137.24171,346.79,2.66,1.57,2021-10-28,0412,A,92,6.1NRT,306.68,161.2,D
-32.31377,137.2139,352.96,2.68,1.57,2021-10-28,0412,A,96,6.1NRT,308.13,219.65,D
-32.2995,137.21216,324.28,2.68,1.57,2021-10-28,0412,A,21,6.1NRT,305.26,27.04,D
-28.0855,152.75066,322.8,2.36,1.48,2021-10-28,0412,A,72,6.1NRT,299.84,44.02,D
-27.93573,149.95604,342.29,1.55,1.23,2021-10-28,0414,A,88,6.1NRT,307.11,56.42,D
-27.93859,149.94043,347.09,1.55,1.23,2021-10-28,0414,A,92,6.1NRT,309.15,74.55,D
-27.92478,149.95341,338.38,1.55,1.23,2021-10-28,0414,A,84,6.1NRT,307.71,43.92,D
-27.92763,149.93787,342.17,1.55,1.23,2021-10-28,0414,A,88,6.1NRT,305.24,56.4,D
-27.26748,152.45526,321.58,2.35,1.48,2021-10-28,0414,A,50,6.1NRT,298.06,33.9,D
-27.18637,148.44727,345.64,1.3,1.13,2021-10-28,0414,A,79,6.1NRT,308.32,51.44,D
-26.39553,152.0663,320.23,2.31,1.47,2021-10-28,0414,A,37,6.1NRT,300.54,26.04,D
-26.08715,150.7245,322.28,1.9,1.35,2021-10-28,0414,A,26,6.1NRT,304.19,16.74,D
-26.0844,150.71861,321.25,1.9,1.35,2021-10-28,0414,A,37,6.1NRT,304.51,15.52,D
-26.06888,150.73453,328.38,1.9,1.35,2021-10-28,0414,A,72,6.1NRT,304.92,35.11,D
-26.2462,149.57944,349.65,1.58,1.24,2021-10-28,0414,A,93,6.1NRT,310.1,87.92,D
-26.24903,149.56383,381.19,1.58,1.24,2021-10-28,0414,A,100,6.1NRT,313.45,277.49,D
-26.03888,150.0692,343.39,1.72,1.29,2021-10-28,0414,A,89,6.1NRT,311.82,62.64,D
-26.04384,150.06485,330.14,1.72,1.29,2021-10-28,0414,A,74,6.1NRT,311.15,18.13,D
-26.03236,150.06219,337.92,1.72,1.29,2021-10-28,0414,A,84,6.1NRT,311.52,42.33,D
-26.08742,149.43446,341.42,1.56,1.23,2021-10-28,0414,A,87,6.1NRT,312.66,47.05,D
-25.63781,151.05629,348.36,2.04,1.39,2021-10-28,0414,A,92,6.1NRT,304.72,128.6,D
-25.64166,151.03604,335.12,2.04,1.39,2021-10-28,0414,A,80,6.1NRT,304.78,62.41,D
-25.62536,151.05357,333.47,2.04,1.39,2021-10-28,0414,A,78,6.1NRT,304.81,55.28,D
-25.62925,151.03322,323.49,2.04,1.39,2021-10-28,0414,A,45,6.1NRT,303.82,19.67,D
-25.61339,150.78229,325.56,1.96,1.37,2021-10-28,0414,A,62,6.1NRT,301.44,32.17,D
-25.61037,150.77435,328.6,1.96,1.37,2021-10-28,0414,A,70,6.1NRT,302.26,42.79,D
-25.46724,150.15349,347.51,1.79,1.31,2021-10-28,0414,A,92,6.1NRT,305.61,100.64,D
-25.47052,150.13603,322.26,1.78,1.31,2021-10-28,0414,A,27,6.1NRT,305.11,12.4,D
-25.45556,150.15071,344.07,1.79,1.31,2021-10-28,0414,A,89,6.1NRT,306.29,86.38,D
-25.45904,150.16429,327.5,1.79,1.31,2021-10-28,0414,A,70,6.1NRT,305,29.5,D
-25.46224,150.14674,353.59,1.79,1.31,2021-10-28,0414,A,96,6.1NRT,306.93,133.48,D
-25.45054,150.1441,326.65,1.79,1.31,2021-10-28,0414,A,68,6.1NRT,305.24,28.18,D
-25.47981,149.39958,326.54,1.59,1.24,2021-10-28,0414,A,68,6.1NRT,307.6,18.97,D
-25.48259,149.384,334.67,1.59,1.24,2021-10-28,0414,A,81,6.1NRT,308.48,37.5,D
-25.48534,149.36859,339.23,1.58,1.24,2021-10-28,0414,A,86,6.1NRT,307.45,49.61,D
-25.48808,149.35323,325.39,1.58,1.24,2021-10-28,0414,A,33,6.1NRT,307.74,13.22,D
-25.47699,149.35088,328.61,1.58,1.24,2021-10-28,0414,A,72,6.1NRT,308.66,21.06,D
-25.46313,149.36394,345.61,1.58,1.24,2021-10-28,0414,A,91,6.1NRT,310.29,69.49,D
-25.46591,149.3485,336.69,1.58,1.24,2021-10-28,0414,A,83,6.1NRT,309.26,40.25,D
-25.45201,149.36171,363.81,1.58,1.24,2021-10-28,0414,A,100,6.1NRT,312,156.26,D
-25.45484,149.34604,342.25,1.58,1.24,2021-10-28,0414,A,88,6.1NRT,310.09,58.93,D
-25.79832,147.106,347.9,1.17,1.07,2021-10-28,0414,A,91,6.1NRT,315.77,44.53,D
-25.78496,147.12714,339.91,1.17,1.08,2021-10-28,0414,A,63,6.1NRT,314.65,27,D
-25.78682,147.11565,429.89,1.17,1.08,2021-10-28,0414,A,100,6.1NRT,325.78,578.88,D
-25.78868,147.10411,431.67,1.17,1.07,2021-10-28,0414,A,100,6.1NRT,331.51,600.11,D
-25.13216,150.79439,328.12,2.01,1.38,2021-10-28,0414,A,72,6.1NRT,302.41,35.47,D
-25.38967,149.39119,326.92,1.6,1.24,2021-10-28,0414,A,58,6.1NRT,309.23,16.54,D
-25.77718,147.11368,343.71,1.17,1.08,2021-10-28,0414,A,88,6.1NRT,314.9,36.74,D
-25.77905,147.10216,345.85,1.17,1.07,2021-10-28,0414,A,90,6.1NRT,315.04,41.23,D
-24.89658,151.94305,326.44,2.45,1.51,2021-10-28,0414,A,70,6.1NRT,297.06,50.91,D
-25.00817,151.23604,343.21,2.17,1.43,2021-10-28,0414,A,89,6.1NRT,304.4,107.23,D
-25.09052,150.74319,322.71,2,1.38,2021-10-28,0414,A,53,6.1NRT,303.35,21.05,D
-25.08818,150.73531,325.88,2,1.38,2021-10-28,0414,A,59,6.1NRT,303.13,28.55,D
-24.88582,150.91132,322.2,2.07,1.4,2021-10-28,0414,A,37,6.1NRT,302.64,26.22,D
-24.88982,150.89058,328.2,2.07,1.4,2021-10-28,0414,A,69,6.1NRT,302.49,42.97,D
-24.87339,150.90816,342.17,2.07,1.4,2021-10-28,0414,A,88,6.1NRT,302.9,102.24,D
-24.87739,150.88747,359.9,2.07,1.4,2021-10-28,0414,A,99,6.1NRT,304.64,212.54,D
-24.87254,150.90051,352.03,2.07,1.4,2021-10-28,0414,A,95,6.1NRT,304.64,159.19,D
-24.87638,150.87991,334.44,2.07,1.4,2021-10-28,0414,A,81,6.1NRT,303.38,61.78,D
-24.83958,150.46489,324.27,1.93,1.36,2021-10-28,0414,A,62,6.1NRT,302.45,26.74,D
-24.6026,151.62553,322.05,2.36,1.48,2021-10-28,0414,A,52,6.1NRT,301.68,36.53,D
-24.58939,151.62234,323.55,2.36,1.48,2021-10-28,0414,A,53,6.1NRT,302.51,40.97,D
-24.76866,150.42265,326.29,1.93,1.36,2021-10-28,0414,A,61,6.1NRT,302.71,28.1,D
-24.77696,150.41771,328.06,1.93,1.36,2021-10-28,0414,A,71,6.1NRT,302.54,33.84,D
-24.86042,148.65373,325.99,1.46,1.2,2021-10-28,0414,A,49,6.1NRT,307.9,13.64,D
-24.90825,148.31503,336.35,1.39,1.17,2021-10-28,0414,A,81,6.1NRT,308.35,40.51,D
-24.81605,148.31837,334.07,1.4,1.17,2021-10-28,0414,A,78,6.1NRT,308.47,34.62,D
-24.79272,148.32761,328.79,1.4,1.17,2021-10-28,0414,A,62,6.1NRT,306.28,20.78,D
-24.7822,148.32561,329,1.4,1.17,2021-10-28,0414,A,40,6.1NRT,307.2,20.28,D
-24.7717,148.3235,341,1.4,1.17,2021-10-28,0414,A,86,6.1NRT,307.47,49.72,D
-24.77495,148.33138,333.65,1.4,1.17,2021-10-28,0414,A,77,6.1NRT,306.85,30.14,D
-24.77725,148.31778,326.32,1.4,1.17,2021-10-28,0414,A,44,6.1NRT,307.64,16.21,D
-24.73866,148.35281,324.6,1.41,1.18,2021-10-28,0414,A,16,6.1NRT,307.15,10.13,D
-24.74104,148.33888,326.31,1.41,1.17,2021-10-28,0414,A,38,6.1NRT,306.53,14.13,D
-24.73055,148.33661,331.65,1.41,1.17,2021-10-28,0414,A,37,6.1NRT,309.47,24.41,D
-24.71763,148.34834,332.57,1.41,1.18,2021-10-28,0414,A,63,6.1NRT,310.38,26.2,D
-24.72005,148.33438,361.51,1.41,1.17,2021-10-28,0414,A,100,6.1NRT,313.58,124.18,D
-24.72247,148.3204,325.76,1.4,1.17,2021-10-28,0414,A,18,6.1NRT,307.71,15.04,D
-24.69986,148.38785,344.49,1.42,1.18,2021-10-28,0414,A,89,6.1NRT,308.65,59.37,D
-24.70229,148.37387,338.05,1.42,1.18,2021-10-28,0414,A,83,6.1NRT,308.3,41.28,D
-24.6483,148.4733,328.11,1.44,1.19,2021-10-28,0414,A,67,6.1NRT,309.77,13.41,D
-24.46366,148.68045,337.8,1.49,1.21,2021-10-28,0414,A,83,6.1NRT,313.19,30.63,D
-24.35394,148.97592,330.75,1.57,1.23,2021-10-28,0414,A,72,6.1NRT,309.31,23.27,D
-24.35658,148.96094,331.89,1.57,1.23,2021-10-28,0414,A,74,6.1NRT,309.11,24.67,D
-23.99238,150.88039,333.47,2.15,1.43,2021-10-28,0414,A,77,6.1NRT,303.59,65.72,D
-24.51545,147.97874,327.88,1.35,1.15,2021-10-28,0414,A,57,6.1NRT,309.54,16.39,D
-23.97974,150.87709,323.44,2.15,1.43,2021-10-28,0414,A,44,6.1NRT,302.48,31.13,D
-23.90258,149.67252,326.53,1.78,1.31,2021-10-28,0414,A,59,6.1NRT,305.1,23.69,D
-23.9058,149.65509,331.35,1.78,1.31,2021-10-28,0414,A,72,6.1NRT,303.85,36.7,D
-23.89735,149.66574,329,1.78,1.31,2021-10-28,0414,A,67,6.1NRT,304.9,30.77,D
-23.88383,148.17625,334.12,1.42,1.18,2021-10-28,0414,A,66,6.1NRT,312.13,19.18,D
-23.87328,148.17409,332.95,1.42,1.18,2021-10-28,0414,A,44,6.1NRT,312.06,16.4,D
-23.36188,150.02864,329.26,1.93,1.36,2021-10-28,0414,A,66,6.1NRT,303.84,34.72,D
-23.36541,150.00995,325.89,1.93,1.36,2021-10-28,0414,A,51,6.1NRT,304.92,23.86,D
-23.37031,150.0233,329.47,1.93,1.36,2021-10-28,0414,A,66,6.1NRT,302.33,34.71,D
-23.35823,150.02039,325.92,1.93,1.36,2021-10-28,0414,A,42,6.1NRT,304.6,24.09,D
-23.52119,148.13455,335.74,1.43,1.18,2021-10-28,0414,A,47,6.1NRT,315.1,21.93,D
-23.51304,148.11839,362.23,1.43,1.18,2021-10-28,0414,A,75,6.1NRT,316.79,112.45,D
-23.51474,148.14078,335.78,1.44,1.19,2021-10-28,0414,A,54,6.1NRT,313.52,22.05,D
-23.5171,148.12677,342.69,1.43,1.18,2021-10-28,0414,A,69,6.1NRT,315.93,38.91,D
-23.50888,148.11057,339.31,1.43,1.18,2021-10-28,0414,A,0,6.1NRT,317.06,27.37,D
-22.99819,150.06148,326.72,1.98,1.37,2021-10-28,0414,A,41,6.1NRT,306.55,25.99,D
-23.31572,145.70712,352.47,1.09,1.04,2021-10-28,0414,A,82,6.1NRT,305.96,57.45,D
-22.93539,147.2417,329.42,1.3,1.13,2021-10-28,0414,A,47,6.1NRT,311.4,12.98,D
-22.84726,147.58986,331.5,1.36,1.16,2021-10-28,0414,A,49,6.1NRT,310.57,17.69,D
-22.84945,147.57671,345.19,1.36,1.16,2021-10-28,0414,A,88,6.1NRT,312.09,51.85,D
