"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","WT01","WT02","WT03","WT08"
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-02",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-03",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-04",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-05",,,"0.45",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-06",,,"0.96",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-07",,,"0.28",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-08",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-09",,,"0.01",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-10",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-11",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-12",,,"0.02",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-13",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-14",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-15",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-16",,,"0.01",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-17",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-18",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-19",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-20",,,"0.01",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-21",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-22",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-23",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-24",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-25",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-26",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-27",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-28",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-29",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-04-30",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-01",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-02",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-03",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-04",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-05",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-06",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-07",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-08",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-09",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-10",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-11",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-12",,,"0.38",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-14","    2","0.06",,,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-15",,,"0.01",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-16",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-17",,,"0.70",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-18",,,"0.63",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-19",,,"0.02",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-20",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-21",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-22",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-23",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-24",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-25",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-26",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-27",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-28",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-29",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-30",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-05-31",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-06-01",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-06-02",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-06-03",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-06-12","    9","0.00",,,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-06-13",,,"0.00",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-06-14",,,"0.01",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2020-07-03","   19","0.00",,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-01",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-02",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-03",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-04",,,"0.02",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-05",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-06",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-07",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-08",,,"0.02","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-09",,,"0.17",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-10",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-11",,,"0.08",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-13",,,"0.05",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-14",,,"0.13",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-15",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-16",,,"0.05",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-17",,,"1.32",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-18",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-19",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-20",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-21",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-22",,,"0.28",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-23",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-24",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-26",,,"0.24",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-27",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-29",,,"0.02",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-30",,,"0.01",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-01-31",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-02-05",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-02-06",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-02-13",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-02-14",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-02-29",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-01",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-02",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-06",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-07",,,"0.02",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-08",,,"0.24",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-09",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-10",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-13",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-14",,,"0.10",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-15",,,"0.66",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-16",,,"0.33",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-17",,,"0.01",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-21",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-22",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-23",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-24",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-25",,,"0.23",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-26",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-27",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-28",,,"0.04",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-29",,,"0.05",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-03-30",,,"0.01",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-04",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-05",,,"0.63",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-06",,,"0.18",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-07",,,"0.34",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-08",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-09",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-10",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-11",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-12",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-13",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-14",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-15",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-16",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-27",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-04-28",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-05-09",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-05-10",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-05-11",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-05-12",,,"0.08",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-05-13",,,"0.02",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-05-14",,,"0.01",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-05-15",,,"0.02",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-05-16",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-05-17",,,"0.19",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-05-18",,,"0.40",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-05-20",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-05-21",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-08-16",,,"0.04",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-08-17",,,"0.01",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-08-19",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-08-24",,,"0.02",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-11-13",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-11-14",,,"0.05",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-11-15",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-11-16",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-11-17",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-11-18",,,"0.35",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-11-19",,,"0.01",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-12-12",,,"0.19",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-12-13",,,"0.41",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-12-14",,,"0.27",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-12-17",,,"0.52",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-12-25",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-12-26",,,"0.24",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-12-27",,,"0.00",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-12-28",,,"0.02",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-12-30",,,"0.00","0.0",,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2020-12-31",,,"0.15",,,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-01",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-02",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-03",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-04",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-05",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-06",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-07",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-08",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-09",,,"0.01",,,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-10",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-11",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-12",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-13",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-14",,,"0.09",,,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-15",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-16",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-17",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-18",,,"0.34",,,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-19",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-20",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-21",,,"0.09",,,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-22",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-23",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-24",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-25",,,"0.00","0.0",,,,,,,
"US1CAAL0053","OAKLAND 5.4 NNW, CA US","2020-11-26",,,"0.00","0.0",,,,,,,
